"ID.NEW"	"TAXANAME"	"ABUND"
"WAZP99-0839-2003-1"	"STEMPELLINELLA SP."	1
"WAZP99-0839-2003-1"	"STICTOCHIRONOMUS SP."	52
"WAZP99-0839-2003-1"	"SYNORTHOCLADIUS SP."	3
"WAZP99-0839-2003-1"	"TANYTARSUS SP."	25
"WAZP99-0839-2003-1"	"THIENEMANNIMYIA GR. SP."	19
"WAZP99-0839-2003-1"	"TURBELLARIA"	1
"WAZP99-0839-2003-1"	"TVETENIA BAVARICA GR."	1
"WAZP99-0839-2003-1"	"WORMALDIA SP."	1
"WAZP99-0840-2002-1"	"APEDILUM SP."	30
"WAZP99-0840-2002-1"	"CALLIBAETIS SP."	25
"WAZP99-0840-2002-1"	"CERATOPOGONIDAE"	3
"WAZP99-0840-2002-1"	"CHIRONOMINI"	1
"WAZP99-0840-2002-1"	"CHIRONOMUS SP."	23
"WAZP99-0840-2002-1"	"CORIXIDAE"	1
"WAZP99-0840-2002-1"	"CORYNONEURA SP."	1
"WAZP99-0840-2002-1"	"CRICOTOPUS SP."	2
"WAZP99-0840-2002-1"	"CULICIDAE"	1
"WAZP99-0840-2002-1"	"DASYHELEA SP."	1
"WAZP99-0840-2002-1"	"DIPTERA"	1
"WAZP99-0840-2002-1"	"DYTISCIDAE"	2
"WAZP99-0840-2002-1"	"EPHYDRIDAE"	30
"WAZP99-0840-2002-1"	"EUKIEFFERIELLA SP."	3
"WAZP99-0840-2002-1"	"FOSSARIA SP."	2
"WAZP99-0840-2002-1"	"GYRAULUS SP."	1
"WAZP99-0840-2002-1"	"HYDROPORINAE"	3
"WAZP99-0840-2002-1"	"MACROPELOPIINI"	6
"WAZP99-0840-2002-1"	"MARUINA SP."	1
"WAZP99-0840-2002-1"	"MICROPSECTRA SP."	3
"WAZP99-0840-2002-1"	"NEMATODA"	62
"WAZP99-0840-2002-1"	"NOTONECTA SP."	1
"WAZP99-0840-2002-1"	"OLIGOCHAETA"	36
"WAZP99-0840-2002-1"	"ORTHOCLADIINAE"	7
"WAZP99-0840-2002-1"	"ORTHOCLADIUS COMPLEX"	5
"WAZP99-0840-2002-1"	"OSTRACODA"	63
"WAZP99-0840-2002-1"	"PARACLADOPELMA SP."	1
"WAZP99-0840-2002-1"	"PARAMERINA/ZAVRELIMYIA SP."	5
"WAZP99-0840-2002-1"	"PARAMETRIOCNEMUS SP."	70
"WAZP99-0840-2002-1"	"PHAENOPSECTRA SP."	13
"WAZP99-0840-2002-1"	"PROCLADIUS SP."	1
"WAZP99-0840-2002-1"	"PSECTROTANYPUS SP."	5
"WAZP99-0840-2002-1"	"PSEUDOCHIRONOMUS SP."	69
"WAZP99-0840-2002-1"	"RADOTANYPUS SP."	2
"WAZP99-0840-2002-1"	"RHEOTANYTARSUS SP."	2
"WAZP99-0840-2002-1"	"SIMULIUM SP."	48
"WAZP99-0840-2002-1"	"SPHAERIIDAE"	4
"WAZP99-0840-2002-1"	"TABANIDAE"	1
"WAZP99-0840-2002-1"	"TANYTARSUS SP."	2
"WAZP99-0840-2002-1"	"THIENEMANNIMYIA GR. SP."	2
"WAZP99-0840-2002-1"	"TVETENIA SP."	1
"WAZP99-0851-2002-1"	"ABLABESMYIA SP."	9
"WAZP99-0851-2002-1"	"ACARI"	14
"WAZP99-0851-2002-1"	"ARRENURUS SP."	18
"WAZP99-0851-2002-1"	"BEZZIA/PALPOMYIA SP."	2
"WAZP99-0851-2002-1"	"CAMBARIDAE"	2
"WAZP99-0851-2002-1"	"CHIRONOMINI"	7
"WAZP99-0851-2002-1"	"CLADOTANYTARSUS SP."	1
"WAZP99-0851-2002-1"	"COENAGRIONIDAE"	2
"WAZP99-0851-2002-1"	"CORBICULA SP."	9
"WAZP99-0851-2002-1"	"CORIXIDAE"	3
"WAZP99-0851-2002-1"	"CRYPTOCHIRONOMUS SP."	2
"WAZP99-0851-2002-1"	"CRYPTOTENDIPES SP."	8
"WAZP99-0851-2002-1"	"DASYHELEA SP."	11
"WAZP99-0851-2002-1"	"DICROTENDIPES SP."	297
"WAZP99-0851-2002-1"	"FALLCEON QUILLERI"	1
"WAZP99-0851-2002-1"	"FORELIA SP."	13
"WAZP99-0851-2002-1"	"GOELDICHIRONOMUS SP."	1
"WAZP99-0851-2002-1"	"HYDROPTILA SP."	1
"WAZP99-0851-2002-1"	"LABRUNDINIA SP."	3
"WAZP99-0851-2002-1"	"LEPTOHYPHIDAE"	1
"WAZP99-0851-2002-1"	"LIMNESIA SP."	2
"WAZP99-0851-2002-1"	"NANOCLADIUS SP."	1
"WAZP99-0851-2002-1"	"NEMATODA"	6
"WAZP99-0851-2002-1"	"NEUMANIA SP."	35
"WAZP99-0851-2002-1"	"NILOTHAUMA SP."	10
"WAZP99-0851-2002-1"	"OLIGOCHAETA"	1
"WAZP99-0851-2002-1"	"OSTRACODA"	1
"WAZP99-0851-2002-1"	"OXYETHIRA SP."	4
"WAZP99-0851-2002-1"	"PARACLADOPELMA SP."	1
"WAZP99-0851-2002-1"	"PIONA SP."	31
"WAZP99-0851-2002-1"	"POLYPEDILUM SP."	3
"WAZP99-0851-2002-1"	"PROBEZZIA SP."	6
"WAZP99-0851-2002-1"	"SMICRIDEA SP."	2
"WAZP99-0851-2002-1"	"STRATIOMYIDAE"	1
"WAZP99-0851-2002-1"	"TANYPODINAE"	1
"WAZP99-0851-2002-1"	"TANYTARSINI"	2
"WAZP99-0851-2002-1"	"TANYTARSUS SP."	6
"WAZP99-0851-2002-1"	"THIENEMANNIMYIA GR. SP."	1
"WAZP99-0851-2002-1"	"VACUPERNIUS PACKERI"	2
"WAZP99-0861-2003-1"	"ACARI"	13
"WAZP99-0861-2003-1"	"EPHEMERELLIDAE"	1
"WAZP99-0861-2003-1"	"HEPTAGENIIDAE"	2
"WAZP99-0861-2003-1"	"HYDROPSYCHE SP."	13
"WAZP99-0861-2003-1"	"SPERCHON SP."	16
"WAZP99-0861-2003-1"	"TVETENIA DISCOLORIPES GR."	5
"WAZP99-0863-2003-1"	"ABLABESMYIA SP."	3
"WAZP99-0863-2003-1"	"ACARI"	1
"WAZP99-0863-2003-1"	"ACENTRELLA SP."	8
"WAZP99-0863-2003-1"	"ARGIA SP."	3
"WAZP99-0863-2003-1"	"BAETIS NOTOS"	42
"WAZP99-0863-2003-1"	"BAETIS SP."	10
"WAZP99-0863-2003-1"	"BAETIS TRICAUDATUS"	4
"WAZP99-0863-2003-1"	"BEZZIA/PALPOMYIA SP."	4
"WAZP99-0863-2003-1"	"CALLIBAETIS SP."	1
"WAZP99-0863-2003-1"	"CAMBARIDAE"	4
"WAZP99-0863-2003-1"	"CHEUMATOPSYCHE SP."	15
"WAZP99-0863-2003-1"	"CHOROTERPES SP."	3
"WAZP99-0863-2003-1"	"CRYPTOCHIRONOMUS SP."	4
"WAZP99-0863-2003-1"	"CRYPTOTENDIPES SP."	19
"WAZP99-0863-2003-1"	"DICROTENDIPES SP."	1
"WAZP99-0863-2003-1"	"DYTISCIDAE"	1
"WAZP99-0863-2003-1"	"EUKIEFFERIELLA SP."	25
"WAZP99-0863-2003-1"	"FALLCEON QUILLERI"	252
"WAZP99-0863-2003-1"	"FERRISSIA SP."	1
"WAZP99-0863-2003-1"	"HYDROPSYCHIDAE"	16
"WAZP99-0863-2003-1"	"HYDROPTILA SP."	1
"WAZP99-0863-2003-1"	"HYDROPTILIDAE"	3
"WAZP99-0863-2003-1"	"LEPTOHYPHIDAE"	1
"WAZP99-0863-2003-1"	"LIBELLULIDAE"	1
"WAZP99-0863-2003-1"	"MICROCYLLOEPUS SP."	7
"WAZP99-0863-2003-1"	"OLIGOCHAETA"	18
"WAZP99-0863-2003-1"	"ORTHOCLADIUS COMPLEX"	1
"WAZP99-0863-2003-1"	"PARALAUTERBORNIELLA NIGROHALTERALIS"	12
"WAZP99-0863-2003-1"	"PENTANEURA SP."	2
"WAZP99-0863-2003-1"	"PETROPHILA SP."	2
"WAZP99-0863-2003-1"	"POLYPEDILUM SP."	2
"WAZP99-0863-2003-1"	"PROCLADIUS SP."	2
"WAZP99-0863-2003-1"	"PSEPHENUS SP."	5
"WAZP99-0863-2003-1"	"RHEOCRICOTOPUS SP."	5
"WAZP99-0863-2003-1"	"RHEOTANYTARSUS SP."	2
"WAZP99-0863-2003-1"	"SIMULIUM SP."	3
"WAZP99-0863-2003-1"	"SMICRIDEA SP."	1
"WAZP99-0863-2003-1"	"SPERCHON SP."	1
"WAZP99-0863-2003-1"	"STICTOCHIRONOMUS SP."	6
"WAZP99-0863-2003-1"	"TANYTARSUS SP."	40
"WAZP99-0863-2003-1"	"THIENEMANNIMYIA GR. SP."	2
"WAZP99-0863-2003-1"	"TURBELLARIA"	1
"WAZP99-0868-2003-1"	"ACENTRELLA SP."	5
"WAZP99-0868-2003-1"	"AMPHINEMURA SP."	5
"WAZP99-0868-2003-1"	"APEDILUM SP."	5
"WAZP99-0868-2003-1"	"ARGIA SP."	2
"WAZP99-0868-2003-1"	"BAETIS NOTOS"	2
"WAZP99-0868-2003-1"	"BAETIS SP."	12
"WAZP99-0868-2003-1"	"BAETIS TRICAUDATUS"	19
"WAZP99-0868-2003-1"	"BEZZIA/PALPOMYIA SP."	5
"WAZP99-0868-2003-1"	"BRILLIA SP."	10
"WAZP99-0868-2003-1"	"CAENIS SP."	30
"WAZP99-0868-2003-1"	"CHIRONOMINAE"	146
"WAZP99-0868-2003-1"	"CORYNONEURA SP."	11
"WAZP99-0868-2003-1"	"CRICOTOPUS SP."	16
"WAZP99-0868-2003-1"	"CRYPTOLABIS SP."	1
"WAZP99-0868-2003-1"	"EUKIEFFERIELLA SP."	12
"WAZP99-0868-2003-1"	"HEPTAGENIIDAE"	4
"WAZP99-0868-2003-1"	"HEXATOMA SP."	1
"WAZP99-0868-2003-1"	"HOMOLEPTOHYPHES SP."	1
"WAZP99-0868-2003-1"	"HYDROPSYCHIDAE"	1
"WAZP99-0868-2003-1"	"ITHYTRICHIA SP."	7
"WAZP99-0868-2003-1"	"LARSIA SP."	6
"WAZP99-0868-2003-1"	"LEPIDOSTOMA SP."	3
"WAZP99-0868-2003-1"	"LEPTOHYPHIDAE"	17
"WAZP99-0868-2003-1"	"LEUCOTRICHIA SP."	1
"WAZP99-0868-2003-1"	"METRIOCNEMUS SP."	3
"WAZP99-0868-2003-1"	"MICROPSECTRA SP."	52
"WAZP99-0868-2003-1"	"MICROTENDIPES PEDELLUS GR."	3
"WAZP99-0868-2003-1"	"NANOCLADIUS SP."	1
"WAZP99-0868-2003-1"	"NARPUS SP."	1
"WAZP99-0868-2003-1"	"NAUCORIDAE"	2
"WAZP99-0868-2003-1"	"NILOTANYPUS SP."	7
"WAZP99-0868-2003-1"	"NIXE SP."	9
"WAZP99-0868-2003-1"	"OCHROTRICHIA SP."	2
"WAZP99-0868-2003-1"	"OLIGOCHAETA"	2
"WAZP99-0868-2003-1"	"ORIBATEI"	2
"WAZP99-0868-2003-1"	"ORTHOCLADIINAE"	14
"WAZP99-0868-2003-1"	"ORTHOCLADIUS COMPLEX"	37
"WAZP99-0868-2003-1"	"PARAKIEFFERIELLA SP."	1
"WAZP99-0868-2003-1"	"PARALEPTOPHLEBIA SP."	7
"WAZP99-0868-2003-1"	"PARAMERINA/ZAVRELIMYIA SP."	3
"WAZP99-0868-2003-1"	"PETROPHILA SP."	10
"WAZP99-0868-2003-1"	"PHAENOPSECTRA SP."	9
"WAZP99-0868-2003-1"	"PHYSA SP."	1
"WAZP99-0868-2003-1"	"POLYCENTROPUS SP."	7
"WAZP99-0868-2003-1"	"POLYPEDILUM SP."	1
"WAZP99-0868-2003-1"	"PSECTROCLADIUS SP."	31
"WAZP99-0868-2003-1"	"PSEPHENUS SP."	10
"WAZP99-0868-2003-1"	"PSEUDOCHIRONOMUS SP."	10
"WAZP99-0868-2003-1"	"RHEOTANYTARSUS SP."	7
"WAZP99-0868-2003-1"	"SIMULIUM SP."	11
"WAZP99-0868-2003-1"	"SWELTSA SP."	1
"WAZP99-0868-2003-1"	"SYNORTHOCLADIUS SP."	14
"WAZP99-0868-2003-1"	"TABANIDAE"	1
"WAZP99-0868-2003-1"	"TANYPODINAE"	19
"WAZP99-0868-2003-1"	"TANYTARSUS SP."	52
"WAZP99-0868-2003-1"	"THIENEMANNIELLA SP."	1
"WAZP99-0868-2003-1"	"THIENEMANNIMYIA GR. SP."	18
"WAZP99-0868-2003-1"	"TORRENTICOLA SP."	20
"WAZP99-0868-2003-1"	"WIEDEMANNIA SP."	1
"WAZP99-0876-2003-1"	"ACARI"	1
"WAZP99-0876-2003-1"	"APEDILUM SP."	4
"WAZP99-0876-2003-1"	"BAETIS SP."	7
"WAZP99-0876-2003-1"	"BAETIS TRICAUDATUS"	1
"WAZP99-0876-2003-1"	"BEZZIA/PALPOMYIA SP."	3
"WAZP99-0876-2003-1"	"CALLIBAETIS SP."	6
"WAZP99-0876-2003-1"	"CRICOTOPUS BICINCTUS GR."	109
"WAZP99-0876-2003-1"	"CRICOTOPUS SP."	18
"WAZP99-0876-2003-1"	"CRYPTOCHIRONOMUS SP."	1
"WAZP99-0876-2003-1"	"CYPHOMELLA SP."	3
"WAZP99-0876-2003-1"	"DASYHELEA SP."	5
"WAZP99-0876-2003-1"	"DIXELLA SP."	1
"WAZP99-0876-2003-1"	"DYTISCIDAE"	1
"WAZP99-0876-2003-1"	"EUKIEFFERIELLA SP."	23
"WAZP99-0876-2003-1"	"FALLCEON QUILLERI"	10
"WAZP99-0876-2003-1"	"GOMPHIDAE"	1
"WAZP99-0876-2003-1"	"HELENIELLA SP."	1
"WAZP99-0876-2003-1"	"HYALELLA SP."	3
"WAZP99-0876-2003-1"	"HYDROPTILIDAE"	1
"WAZP99-0876-2003-1"	"MICROPSECTRA SP."	16
"WAZP99-0876-2003-1"	"MICROTENDIPES PEDELLUS GR."	4
"WAZP99-0876-2003-1"	"NIXE SP."	4
"WAZP99-0876-2003-1"	"ODONTOMESA SP."	2
"WAZP99-0876-2003-1"	"OLIGOCHAETA"	91
"WAZP99-0876-2003-1"	"ORTHOCLADIUS COMPLEX"	49
"WAZP99-0876-2003-1"	"PARACLADOPELMA SP."	6
"WAZP99-0876-2003-1"	"PARAKIEFFERIELLA SP."	1
"WAZP99-0876-2003-1"	"PARAMETRIOCNEMUS SP."	13
"WAZP99-0876-2003-1"	"PARATENDIPES SP."	1
"WAZP99-0876-2003-1"	"PENTANEURA SP."	12
"WAZP99-0876-2003-1"	"PHAENOPSECTRA SP."	1
"WAZP99-0876-2003-1"	"PSEUDOCHIRONOMUS SP."	6
"WAZP99-0876-2003-1"	"RHEOTANYTARSUS SP."	79
"WAZP99-0876-2003-1"	"SIMULIUM SP."	3
"WAZP99-0876-2003-1"	"STICTOCHIRONOMUS SP."	37
"WAZP99-0876-2003-1"	"STRATIOMYIDAE"	1
"WAZP99-0876-2003-1"	"SYNORTHOCLADIUS SP."	1
"WAZP99-0876-2003-1"	"TANYTARSUS SP."	9
"WAZP99-0876-2003-1"	"THIENEMANNIELLA SP."	3
"WAZP99-0876-2003-1"	"THIENEMANNIMYIA GR. SP."	2
"WAZP99-0876-2003-1"	"TVETENIA BAVARICA GR."	15
"WAZP99-0888-2003-1"	"ACARI"	2
"WAZP99-0888-2003-1"	"ACENTRELLA TURBIDA"	101
"WAZP99-0888-2003-1"	"AMBRYSUS SP."	2
"WAZP99-0888-2003-1"	"ANTOCHA SP."	1
"WAZP99-0888-2003-1"	"ARGIA SP."	3
"WAZP99-0888-2003-1"	"ATOPSYCHE SP."	2
"WAZP99-0888-2003-1"	"BAEOCTENUS SP."	1
"WAZP99-0888-2003-1"	"BAETIS MAGNUS"	7
"WAZP99-0888-2003-1"	"BAETIS SP."	5
"WAZP99-0888-2003-1"	"BAETIS TRICAUDATUS"	7
"WAZP99-0888-2003-1"	"BLEPHARICERIDAE"	2
"WAZP99-0888-2003-1"	"BRILLIA SP."	9
"WAZP99-0888-2003-1"	"CHELIFERA SP."	2
"WAZP99-0888-2003-1"	"CONSTEMPELLINA SP."	32
"WAZP99-0888-2003-1"	"CORYNONEURA SP."	3
"WAZP99-0888-2003-1"	"ELMIDAE"	1
"WAZP99-0888-2003-1"	"EPEORUS LONGIMANUS"	1
"WAZP99-0888-2003-1"	"EPHEMEROPTERA"	2
"WAZP99-0888-2003-1"	"EUKIEFFERIELLA SP."	14
"WAZP99-0888-2003-1"	"FALLCEON QUILLERI"	8
"WAZP99-0888-2003-1"	"GUMAGA SP."	29
"WAZP99-0888-2003-1"	"HELICOPSYCHE SP."	5
"WAZP99-0888-2003-1"	"HEPTAGENIIDAE"	12
"WAZP99-0888-2003-1"	"HESPEROPHYLAX SP."	26
"WAZP99-0888-2003-1"	"HYDROPSYCHE SP."	1
"WAZP99-0888-2003-1"	"HYGROBATES SP."	23
"WAZP99-0888-2003-1"	"ITHYTRICHIA SP."	24
"WAZP99-0888-2003-1"	"LAUTERBORNIELLA AGRAYLOIDES"	28
"WAZP99-0888-2003-1"	"LEBERTIA SP."	5
"WAZP99-0888-2003-1"	"LEPIDOSTOMA SP."	1
"WAZP99-0888-2003-1"	"LOPESCLADIUS SP."	1
"WAZP99-0888-2003-1"	"MARILIA SP."	3
"WAZP99-0888-2003-1"	"MICROCYLLOEPUS SP."	1
"WAZP99-0888-2003-1"	"MICROTENDIPES PEDELLUS GR."	9
"WAZP99-0888-2003-1"	"NARPUS SP."	1
"WAZP99-0888-2003-1"	"NAUCORIDAE"	6
"WAZP99-0888-2003-1"	"NEMATODA"	4
"WAZP99-0888-2003-1"	"NIXE SP."	24
"WAZP99-0888-2003-1"	"OECETIS AVARA"	1
"WAZP99-0888-2003-1"	"OLIGOCHAETA"	2
"WAZP99-0888-2003-1"	"OPTIOSERVUS SP."	1
"WAZP99-0888-2003-1"	"ORTHOCLADIUS COMPLEX"	3
"WAZP99-0888-2003-1"	"OSTRACODA"	3
"WAZP99-0888-2003-1"	"PARAMERINA/ZAVRELIMYIA SP."	1
"WAZP99-0888-2003-1"	"PENTANEURA SP."	2
"WAZP99-0888-2003-1"	"PHAENOPSECTRA SP."	1
"WAZP99-0888-2003-1"	"PHYLLOICUS SP."	5
"WAZP99-0888-2003-1"	"PISIDIUM SP."	1
"WAZP99-0888-2003-1"	"POLYCENTROPUS SP."	1
"WAZP99-0888-2003-1"	"POLYPEDILUM SP."	3
"WAZP99-0888-2003-1"	"PSEPHENUS SP."	3
"WAZP99-0888-2003-1"	"RHEOCRICOTOPUS SP."	3
"WAZP99-0888-2003-1"	"SIMULIUM SP."	48
"WAZP99-0888-2003-1"	"SPHAERIIDAE"	2
"WAZP99-0888-2003-1"	"STEMPELLINELLA SP."	1
"WAZP99-0888-2003-1"	"SWELTSA SP."	5
"WAZP99-0888-2003-1"	"TABANIDAE"	1
"WAZP99-0888-2003-1"	"THIENEMANNIMYIA GR. SP."	1
"WAZP99-0888-2003-1"	"TIPULA SP."	1
"WAZP99-0888-2003-1"	"TORRENTICOLA SP."	5
"WAZP99-0888-2003-1"	"TVETENIA BAVARICA GR."	5
"WAZP99-0888-2003-1"	"ZAITZEVIA SP."	11
"WAZP99-0888-2003-1"	"ZAPADA SP."	1
"WAZP99-0893-2003-1"	"ABLABESMYIA SP."	1
"WAZP99-0893-2003-1"	"ACARI"	4
"WAZP99-0893-2003-1"	"ACENTRELLA INSIGNIFICANS"	1
"WAZP99-0893-2003-1"	"ACENTRELLA TURBIDA"	3
"WAZP99-0893-2003-1"	"APEDILUM SP."	12
"WAZP99-0893-2003-1"	"ARGIA SP."	2
"WAZP99-0893-2003-1"	"ATRICHOPOGON SP."	1
"WAZP99-0893-2003-1"	"BAETIS NOTOS"	1
"WAZP99-0893-2003-1"	"BAETIS SP."	1
"WAZP99-0893-2003-1"	"BAETIS TRICAUDATUS"	2
"WAZP99-0893-2003-1"	"BRILLIA SP."	5
"WAZP99-0893-2003-1"	"CAMBARIDAE"	6
"WAZP99-0893-2003-1"	"CHEUMATOPSYCHE SP."	4
"WAZP99-0893-2003-1"	"CHIRONOMUS SP."	4
"WAZP99-0893-2003-1"	"CHOROTERPES SP."	25
"WAZP99-0893-2003-1"	"CLADOTANYTARSUS SP."	1
"WAZP99-0893-2003-1"	"CORIXIDAE"	1
"WAZP99-0893-2003-1"	"CORYNONEURA SP."	9
"WAZP99-0893-2003-1"	"CRICOTOPUS SP."	15
"WAZP99-0893-2003-1"	"CRYPTOCHIRONOMUS SP."	1
"WAZP99-0893-2003-1"	"DIXA SP."	1
"WAZP99-0893-2003-1"	"DYTISCIDAE"	2
"WAZP99-0893-2003-1"	"EMPIDIDAE"	1
"WAZP99-0893-2003-1"	"EUKIEFFERIELLA SP."	8
"WAZP99-0893-2003-1"	"FALLCEON QUILLERI"	2
"WAZP99-0893-2003-1"	"HELICOPSYCHE SP."	1
"WAZP99-0893-2003-1"	"HYDROPSYCHIDAE"	4
"WAZP99-0893-2003-1"	"HYDROPTILA SP."	1
"WAZP99-0893-2003-1"	"LIMNOPHYES SP."	1
"WAZP99-0893-2003-1"	"MICROPSECTRA SP."	60
"WAZP99-0893-2003-1"	"NEMATODA"	3
"WAZP99-0893-2003-1"	"OLIGOCHAETA"	66
"WAZP99-0893-2003-1"	"ORTHOCLADIINAE"	2
"WAZP99-0893-2003-1"	"ORTHOCLADIUS COMPLEX"	11
"WAZP99-0893-2003-1"	"OSTRACODA"	1
"WAZP99-0893-2003-1"	"PARAKIEFFERIELLA SP."	9
"WAZP99-0893-2003-1"	"PARAMETRIOCNEMUS SP."	2
"WAZP99-0893-2003-1"	"PARATANYTARSUS SP."	1
"WAZP99-0893-2003-1"	"PARATENDIPES SP."	1
"WAZP99-0893-2003-1"	"PHAENOPSECTRA SP."	8
"WAZP99-0893-2003-1"	"POLYPEDILUM SP."	9
"WAZP99-0893-2003-1"	"PSEUDOCHIRONOMUS SP."	1
"WAZP99-0893-2003-1"	"RHEOTANYTARSUS SP."	5
"WAZP99-0893-2003-1"	"SPERCHON SP."	3
"WAZP99-0893-2003-1"	"STEMPELLINELLA SP."	1
"WAZP99-0893-2003-1"	"STICTOCHIRONOMUS SP."	3
"WAZP99-0893-2003-1"	"SYNORTHOCLADIUS SP."	1
"WAZP99-0893-2003-1"	"TANYTARSUS SP."	70
"WAZP99-0893-2003-1"	"THIENEMANNIELLA SP."	1
"WAZP99-0893-2003-1"	"TVETENIA BAVARICA GR."	7
"WAZP99-0893-2003-2"	"ACENTRELLA INSIGNIFICANS"	4
"WAZP99-0893-2003-2"	"ARGIA SP."	2
"WAZP99-0893-2003-2"	"BAETIS NOTOS"	19
"WAZP99-0893-2003-2"	"BAETIS SP."	4
"WAZP99-0893-2003-2"	"BAETODES SP."	14
"WAZP99-0893-2003-2"	"CALLIBAETIS SP."	1
"WAZP99-0893-2003-2"	"CAMBARIDAE"	5
"WAZP99-0893-2003-2"	"CARDIOCLADIUS SP."	2
"WAZP99-0893-2003-2"	"CHEUMATOPSYCHE SP."	61
"WAZP99-0893-2003-2"	"CHOROTERPES SP."	111
"WAZP99-0893-2003-2"	"CRICOTOPUS SP."	1
"WAZP99-0893-2003-2"	"DICRANOTA SP."	3
"WAZP99-0893-2003-2"	"DICROTENDIPES SP."	2
"WAZP99-0893-2003-2"	"EMPIDIDAE"	3
"WAZP99-0893-2003-2"	"EUKIEFFERIELLA SP."	6
"WAZP99-0893-2003-2"	"FALLCEON QUILLERI"	5
"WAZP99-0893-2003-2"	"HEMERODROMIA SP."	1
"WAZP99-0893-2003-2"	"HYALELLA SP."	3
"WAZP99-0893-2003-2"	"HYDROPSYCHE SP."	22
"WAZP99-0893-2003-2"	"HYDROPTILA SP."	11
"WAZP99-0893-2003-2"	"LEPTOPHLEBIIDAE"	19
"WAZP99-0893-2003-2"	"MICROCYLLOEPUS SP."	3
"WAZP99-0893-2003-2"	"NILOTHAUMA SP."	1
"WAZP99-0893-2003-2"	"OCHROTRICHIA SP."	26
"WAZP99-0893-2003-2"	"OLIGOCHAETA"	19
"WAZP99-0893-2003-2"	"OPTIOSERVUS SP."	1
"WAZP99-0893-2003-2"	"ORCONECTES SP."	7
"WAZP99-0893-2003-2"	"ORTHOCLADIUS COMPLEX"	4
"WAZP99-0893-2003-2"	"PARAMETRIOCNEMUS SP."	3
"WAZP99-0893-2003-2"	"PENTANEURA SP."	2
"WAZP99-0893-2003-2"	"PENTANEURINI"	1
"WAZP99-0893-2003-2"	"PERLODIDAE"	1
"WAZP99-0893-2003-2"	"PETROPHILA SP."	2
"WAZP99-0893-2003-2"	"POLYPEDILUM SP."	17
"WAZP99-0893-2003-2"	"PSEPHENUS SP."	3
"WAZP99-0893-2003-2"	"RHEOCRICOTOPUS SP."	11
"WAZP99-0893-2003-2"	"RHEOTANYTARSUS SP."	4
"WAZP99-0893-2003-2"	"SIMULIUM SP."	2
"WAZP99-0893-2003-2"	"SPERCHON SP."	21
"WAZP99-0893-2003-2"	"STICTOCHIRONOMUS SP."	1
"WAZP99-0893-2003-2"	"TANYTARSUS SP."	10
"WAZP99-0893-2003-2"	"THIENEMANNIMYIA GR. SP."	2
"WAZP99-0893-2003-2"	"TVETENIA BAVARICA GR."	2
"WAZP99-0906-2003-1"	"ABLABESMYIA SP."	1
"WAZP99-0906-2003-1"	"APEDILUM SP."	1
"WAZP99-0906-2003-1"	"BAETIS NOTOS"	10
"WAZP99-0906-2003-1"	"BAETIS SP."	39
"WAZP99-0906-2003-1"	"BAETIS TRICAUDATUS"	43
"WAZP99-0906-2003-1"	"CALLIBAETIS SP."	4
"WAZP99-0906-2003-1"	"CARDIOCLADIUS SP."	4
"WAZP99-0906-2003-1"	"CHELIFERA SP."	1
"WAZP99-0906-2003-1"	"CHEUMATOPSYCHE SP."	41
"WAZP99-0906-2003-1"	"CHIRONOMINI"	3
"WAZP99-0906-2003-1"	"CLADOTANYTARSUS SP."	1
"WAZP99-0906-2003-1"	"CORIXIDAE"	1
"WAZP99-0906-2003-1"	"CRICOTOPUS BICINCTUS GR."	1
"WAZP99-0906-2003-1"	"CRICOTOPUS SP."	7
"WAZP99-0906-2003-1"	"CRICOTOPUS TRIFASCIA GR."	2
"WAZP99-0906-2003-1"	"CRYPTOCHIRONOMUS SP."	5
"WAZP99-0906-2003-1"	"DASYHELEA SP."	3
"WAZP99-0906-2003-1"	"EUKIEFFERIELLA SP."	18
"WAZP99-0906-2003-1"	"FALLCEON QUILLERI"	41
"WAZP99-0906-2003-1"	"HYALELLA SP."	2
"WAZP99-0906-2003-1"	"HYDROPSYCHIDAE"	20
"WAZP99-0906-2003-1"	"HYDROPTILA SP."	39
"WAZP99-0906-2003-1"	"HYDROPTILIDAE"	2
"WAZP99-0906-2003-1"	"LEPTOHYPHES SP."	1
"WAZP99-0906-2003-1"	"LEPTOHYPHIDAE"	1
"WAZP99-0906-2003-1"	"NEMATODA"	4
"WAZP99-0906-2003-1"	"OLIGOCHAETA"	61
"WAZP99-0906-2003-1"	"ORIBATEI"	1
"WAZP99-0906-2003-1"	"PARACLADOPELMA SP."	1
"WAZP99-0906-2003-1"	"PARAMETRIOCNEMUS SP."	4
"WAZP99-0906-2003-1"	"PENTANEURA SP."	3
"WAZP99-0906-2003-1"	"POLYPEDILUM SP."	3
"WAZP99-0906-2003-1"	"PROCLADIUS SP."	2
"WAZP99-0906-2003-1"	"RHEOCRICOTOPUS SP."	3
"WAZP99-0906-2003-1"	"RHEOTANYTARSUS SP."	3
"WAZP99-0906-2003-1"	"SIMULIUM SP."	21
"WAZP99-0906-2003-1"	"STEMPELLINELLA SP."	1
"WAZP99-0906-2003-1"	"TANYTARSUS SP."	100
"WAZP99-0906-2003-1"	"THIENEMANNIELLA SP."	4
"WAZP99-0906-2003-1"	"THIENEMANNIMYIA GR. SP."	2
